address,zip,sqft,baths,beds,lat,long,rent
"824 6th St #104, Monroe, WI 53566",53566,1200.0,1.0,3.0,42.606759,-89.648417,915.0
"N4142 Pine St UNIT 2, Brodhead, WI 53520",53520,2100.0,2.0,3.0,42.656174,-89.408085,1000.0
