address,zip,sqft,baths,beds,lat,long,rent
"1411 Martiny Ct APT 4, Baraboo, WI 53913",53913,900.0,1.0,2.0,43.479082,-89.730386,795.0
"325 Henry Dr APT 6, Portage, WI 53901",53901,1100.0,1.0,2.0,43.565144,-89.475952,1025.0
"2-719 E Chestnut St #2, Pardeeville, WI 53954",53954,750.0,1.0,1.0,43.535764,-89.292259,700.0
"124 W James St, Columbus, WI 53925",53925,1000.0,1.0,2.0,43.338734,-89.014827,775.0
"1116 W Wisconsin St, Portage, WI 53901",53901,900.0,1.0,2.0,43.546736,-89.479688,820.0
