contingent,units,beds,baths,sqft,rent,list_price,address,zip,urls,listings,lats,longs,year_built,street_address,city_state,list_date,original_price,propertyType,propertyType2
Yes,,3.0,2.0,2020.0,0.0,299900,"E10096B Buckhorn Road, Reedsburg, WI",53959,https://www.homesnap.com/WI/Reedsburg/E10096B-Buckhorn-Road,99721055,43.528544,-89.81613,1982.0,E10096B Buckhorn Road,"Reedsburg, WI",2021-01-21,299900,1,1
Yes,,4.0,2.0,2136.0,0.0,234900,"2218 Rufus Road, Reedsburg, WI",53959,https://www.homesnap.com/WI/Reedsburg/2218-Rufus-Road,99706006,43.552581,-90.015801,2005.0,2218 Rufus Road,"Reedsburg, WI",2021-01-20,234900,1,1
Yes,,3.0,2.0,2064.0,0.0,299900,"443 3rd Street, Prairie Du Sac, WI",53578,https://www.homesnap.com/WI/Prairie-Du-Sac/443-3rd-Street,99650702,43.290135,-89.72327,,443 3rd Street,"Prairie Du Sac, WI",2021-01-20,299900,1,1
No,,,0.0,,0.0,2950,"L845 Remington Drive, La Valle, WI",53941,https://www.homesnap.com/WI/La-Valle/L845-Remington-Drive,99638909,43.59709,-90.18331,,L845 Remington Drive,"La Valle, WI",2021-01-20,2950,8,32
No,,,0.0,,0.0,6900,"L158 Black Forest Drive, Woodland, WI",53941,https://www.homesnap.com/WI/Woodland/L158-Black-Forest-Drive,99626368,43.598297,-90.204835,,L158 Black Forest Drive,"Woodland, WI",2021-01-20,6900,8,32
Yes,,3.0,2.0,1992.0,0.0,259900,"304 Eldred Street, Mazomanie, WI",53560,https://www.homesnap.com/WI/Mazomanie/304-Eldred-Street,99605630,43.173771,-89.793355,1977.0,304 Eldred Street,"Mazomanie, WI",2021-01-19,259900,1,1
Yes,,2.0,1.0,768.0,0.0,189000,"504 Monroe Street, Sauk City, WI",53583,https://www.homesnap.com/WI/Sauk-City/504-Monroe-Street,99646634,43.275313,-89.725963,1960.0,504 Monroe Street,"Sauk City, WI",2021-01-19,189000,1,1
No,,,0.0,,0.0,7500000,"560 Wisconsin Dells Parkway, Wisconsin Dells, WI",53965,https://www.homesnap.com/WI/Wisconsin-Dells/560-Wisconsin-Dells-Parkway,99788246,43.596912,-89.793457,,560 Wisconsin Dells Parkway,"Wisconsin Dells, WI",2021-01-19,7500000,8,32
Yes,,3.0,1.0,1300.0,0.0,179900,"518 Herman Street, Arena, WI",53503,https://www.homesnap.com/WI/Arena/518-Herman-Street,99631910,43.168372,-89.91219,1850.0,518 Herman Street,"Arena, WI",2021-01-18,179900,1,1
No,,3.0,2.0,1631.0,0.0,357000,"400 University Lane, Mazomanie, WI",53560,https://www.homesnap.com/WI/Mazomanie/400-University-Lane,99573375,43.181245,-89.790663,2021.0,400 University Lane,"Mazomanie, WI",2021-01-18,357000,1,1
No,,4.0,3.0,2604.0,0.0,395000,"E10344 Forest Road, Delton, WI",53913,https://www.homesnap.com/WI/Delton/E10344-Forest-Road,99584139,43.531769,-89.808345,2020.0,E10344 Forest Road,"Delton, WI",2021-01-18,395000,1,1
No,,2.0,1.0,800.0,0.0,119900,"33782 Wisconsin 130, Lone Rock, WI",53556,https://www.homesnap.com/WI/Lone-Rock/33782-Wisconsin-130,99577494,43.210119,-90.212792,1960.0,33782 Wisconsin 130,"Lone Rock, WI",2021-01-18,119900,1,1
No,,,0.0,,0.0,103000,"13.4 acres Horkan Road, Reedsburg, WI",53959,https://www.homesnap.com/WI/Reedsburg/134-acres-Horkan-Road,99670383,43.56045,-89.954864,,13.4 acres Horkan Road,"Reedsburg, WI",2021-01-18,103000,8,32
Yes,,2.0,1.0,1146.0,0.0,145000,"322 Main Street, Arena, WI",53503,https://www.homesnap.com/WI/Arena/322-Main-Street,99424347,43.16573,-89.908744,,322 Main Street,"Arena, WI",2021-01-15,145000,1,1
Yes,,4.0,1.0,1320.0,0.0,154900,"530 K Street, Reedsburg, WI",53959,https://www.homesnap.com/WI/Reedsburg/530-K-Street,99384367,43.525473,-90.021968,1910.0,530 K Street,"Reedsburg, WI",2021-01-14,154900,1,1
No,,4.0,2.0,1692.0,0.0,150000,"319 Willow Street, Arena, WI",53503,https://www.homesnap.com/WI/Arena/319-Willow-Street,99415884,43.162219,-89.912893,1904.0,319 Willow Street,"Arena, WI",2021-01-14,150000,1,1
No,,3.0,2.5,2188.0,0.0,384900,"2029 Sandhill Drive, Prairie Du Sac, WI",53578,https://www.homesnap.com/WI/Prairie-Du-Sac/2029-Sandhill-Drive,99332450,43.299633,-89.747677,2014.0,2029 Sandhill Drive,"Prairie Du Sac, WI",2021-01-13,394900,1,1
No,,4.0,3.0,2174.0,0.0,284900,"79 Me Lane, Reedsburg, WI",53959,https://www.homesnap.com/WI/Reedsburg/79-Me-Lane,99421998,43.557303,-90.010904,2010.0,79 Me Lane,"Reedsburg, WI",2021-01-13,284900,1,1
Yes,,3.0,3.0,2726.0,0.0,379900,"2024 Dakota Way, Prairie Du Sac, WI",53578,https://www.homesnap.com/WI/Prairie-Du-Sac/2024-Dakota-Way,99392120,43.299313,-89.747452,2007.0,2024 Dakota Way,"Prairie Du Sac, WI",2021-01-12,379900,1,1
Yes,2.0,4.0,2.5,1900.0,2700.0,264900,"745 Connie Road, Baraboo, WI",53913,https://www.homesnap.com/WI/Baraboo/745-Connie-Road,99287027,43.478683,-89.764153,1954.0,745 Connie Road,"Baraboo, WI",2021-01-12,264900,1,16
Yes,,3.0,2.0,1736.0,0.0,329900,"425 Samuel Circle, Arena, WI",53503,https://www.homesnap.com/WI/Arena/425-Samuel-Circle,99343837,43.164925,-89.898097,2021.0,425 Samuel Circle,"Arena, WI",2021-01-12,329900,1,1
No,,3.0,1.5,1571.0,0.0,229900,"1342 Lake Street, Baraboo, WI",53913,https://www.homesnap.com/WI/Baraboo/1342-Lake-Street,99359314,43.450834,-89.731838,2021.0,1342 Lake Street,"Baraboo, WI",2021-01-12,214900,1,1
Yes,,2.0,1.0,1152.0,0.0,79900,"W12872 Konkel Road, Wisconsin Dells, WI",53965,https://www.homesnap.com/WI/Wisconsin-Dells/W12872-Konkel-Road,99312778,43.580785,-89.63787,,W12872 Konkel Road,"Wisconsin Dells, WI",2021-01-11,79900,1,1
No,,2.0,2.0,1580.0,0.0,275000,"350 E Hiawatha Drive #224, Wisconsin Dells, WI",53965,https://www.homesnap.com/WI/Wisconsin-Dells/350-E-Hiawatha-Drive/property/6573601,99246055,43.597908,-89.786459,2003.0,350 E Hiawatha Drive #224,"Wisconsin Dells, WI",2021-01-11,275000,4,4
