address,zip,units,list_price,rent,rent_estimate_beds,rent_estimate_sqft,beds,sqft,year_built,baths,mortgage,dp+close,1yr CF,1yr growth,3yr growth,5yr growth,unemploy %,family %,college %,poverty %,vacancy,med_age,price_to_rent,price_to_rent_est_sqft,price_to_rent_est_beds
"4876 Trantin Court, Waunakee, WI",53597,1,799900,NA,3371.666667,6788.664877,4,5300,1999,3.5,49725,31997,-70723,1.7,7,9.8,4.7,81.3,6.4,4.5,4.2,40.3,inf,9.819063769,19.77014335
"1118 Aldora Lane, Waunakee, WI",53597,1,469900,NA,1782.083333,1746.418361,3,1753,2019,2,29211,20446,-42289,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,22.42208065,21.9733458
"4917 Breakers Rock Road, Middleton, WI",53597,1,645000,NA,2305,2972.67434,3,2110,2019,2,40096,26575,-57376,1.7,7,9.8,4.7,81.3,6.4,4.5,4.2,40.3,inf,18.08136171,23.31887202
"208 4th Street, Waunakee, WI",53597,1,249900,NA,2376.111111,2249.522338,4,2258,1945,2,15535,12746,-23333,3.2,8.5,-0.3,6.2,81.1,7.2,4.6,3.5,42.4,inf,9.257520873,8.764320786
"5695 Tuscany Lane, Waunakee, WI",53597,1,875000,NA,3576.666667,4695.017383,6,5002,2005,4.5,54393,34625,-77193,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,15.53064892,20.38676608
"2413 Kilarney Way, Waunakee, WI",53597,1,649900,NA,2970.138889,3846.503874,5,3861,2019,3,40400,26747,-57798,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,14.07988529,18.23427636
"1101 Spahn Drive, Waunakee, WI",53597,1,309900,NA,1782.083333,2164.841471,3,2173,1990,2.5,19265,14847,-28503,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,11.92927997,14.49146598
"2102 Foggy Mountain Pass, Waunakee, WI",53597,1,549900,NA,2342.777778,4167.013518,4,4218,2004,2.5,34184,23247,-49182,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,10.99708456,19.56011382
"5128 Reynolds Avenue, Waunakee, WI",53597,1,900000,NA,2188.333333,2606.537711,3,2524,1979,2.5,55948,35500,-79348,1.7,7,9.8,4.7,81.3,6.4,4.5,4.2,40.3,inf,28.773802,34.27265804
"1638 Bellewood Drive, Waunakee, WI",53597,1,690000,NA,2928.472222,4350.76518,5,4404,2012,4,42893,28150,-61253,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,13.21606605,19.63481148
"L108 Bellewood Drive, Westport, WI",53597,1,836000,NA,2342.777778,3915.095915,4,3963,2019,3.5,51969,33260,-73833,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,17.79437035,29.7367797
"7000 Hwy 19, Springfield, WI",53597,1,599000,NA,3031.597222,4937.053884,5,4867,2017,3.5,37236,24965,-53412,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,10.11061816,16.46546787
"1901 Savannah Way, Waunakee, WI",53597,1,489500,NA,2326.111111,3271.844231,4,3504,1996,3,30429,21132,-43977,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,12.46748433,17.53642226
"2890 Skycrest Circle, Stoughton, WI",53589,1,274900,NA,1700.666667,2581.401317,3,2450,1982,2.5,17089,13622,-25487,2.2,5.4,6.5,4.7,90.2,3.9,3.9,6.9,48.4,inf,8.874378882,13.47020776
"724 Schubert Street, Verona, WI",53593,1,244900,NA,1090.694444,1161.716153,2,1188,2018,2.5,15224,12572,-22902,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,17.56740085,18.71132051
"10316 Shady Birch Trail, Verona, WI",53593,1,424900,NA,2514.583333,2508.303488,3,1841,2019,2,26413,18872,-38411,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,14.11644703,14.08119304
"1205 Cardinal Crest Drive, Sun Prairie, WI",53590,1,349900,NA,2121.388889,2773.919068,4,3010,1994,3.5,21751,16247,-31949,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,10.51160204,13.74492602
"849 Lori Lane, Sun Prairie, WI",53590,1,254900,NA,1566.125,1775.278637,3,1766,1978,1.5,15846,12922,-23764,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,11.96525786,13.56320004
"1717 Frawley Drive, Sun Prairie, WI",53590,1,292500,NA,2127.722222,1998.159678,4,2142,2001,3,18183,14238,-27003,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,12.19872479,11.45591269
"1210 Baitinger Court, Sun Prairie, WI",53590,1,369900,NA,2121.388889,3689.957458,4,4004,1966,3.5,22994,16946,-33672,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,8.353754848,14.53057483
"2780 County Road T, Sun Prairie, WI",53590,1,569900,NA,2508,3564.670503,4,3420,1995,2.5,35427,23947,-50905,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,13.322877,18.93607124
"6700 Tartan Trail, Sun Prairie, WI",53590,1,374900,NA,2021.888889,2394.217805,4,2558,1997,3,23305,17122,-34103,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,13.0487989,15.45172281
"1325 Tara Drive, Sun Prairie, WI",53590,1,369900,NA,1595.791667,1641.811874,3,1760,2016,2,22994,16946,-33672,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,18.77498908,19.31643124
"1099 Lori Lane, Sun Prairie, WI",53590,1,299900,NA,2288.5,2558.86444,4,2536,1992,2.5,18643,14497,-27641,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,9.766702088,10.92054475
"3716 Heatherstone Ridge, Sun Prairie, WI",53590,1,699000,NA,1899.583333,3709.045325,3,3826,1993,3.5,43453,28465,-62029,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,15.70484987,30.66461943
"1310 Brunette Downs Drive, Sun Prairie, WI",53590,1,394900,NA,2013.166667,2837.729008,4,2850,2019,3.5,24549,17822,-35827,5.3,15.5,17.9,7.4,81.4,6,18.7,5.7,32.7,inf,11.59671457,16.34655187
"1451 St Albert the Great Drive, Sun Prairie, WI",53590,1,299900,NA,1595.791667,1944.054514,3,2084,2004,2.5,18643,14497,-27641,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,12.85543512,15.66098332
"3273 Bookham Drive, Sun Prairie, WI",53590,1,349900,NA,2532.777778,2644.609422,4,2728,2002,3,21751,16247,-31949,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,11.02557266,11.51239307
"1378 Bunker Hill Drive, Sun Prairie, WI",53590,1,439900,NA,1595.791667,2150.213846,3,2305,2019,2.5,27346,19396,-39704,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,17.04869188,22.97187916
"2267 Manley Drive, Sun Prairie, WI",53590,1,209900,NA,1591.041667,1474.508475,3,1600,1990,2,13048,11346,-19886,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,11.86271016,10.99384575
"1743 Greenway Road, Sun Prairie, WI",53590,1,430000,NA,2121.388889,2869.762119,4,3114,2001,3.5,26730,19050,-38850,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,12.48651695,16.89144952
"123 S Heatherstone Drive, Sun Prairie, WI",53590,1,379000,NA,1899.583333,2411.945836,3,2488,2005,3,23560,17265,-34456,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,13.09454502,16.62645317
"612 Invermere Drive, Sun Prairie, WI",53590,1,299900,NA,2532.777778,1931.10776,4,1992,1999,2.5,18643,14497,-27641,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,12.941622,9.86729546
"312 James Court, Sun Prairie, WI",53590,1,260000,NA,2651.736111,1999.802119,5,2170,1978,2,16163,13100,-24203,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,10.8344053,8.170747676
"198 Hillcrest Circle, Sun Prairie, WI",53590,1,260000,NA,1591.041667,1451.46928,3,1575,1953,1,16163,13100,-24203,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,14.92740285,13.61791279
"888 Hawthorn Drive, Sun Prairie, WI",53590,1,314900,NA,1700.625,1615.190886,3,1660,2019,2.5,19575,15022,-28933,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,16.24678971,15.43060149
"2141 Lonnie Lane, Sun Prairie, WI",53590,1,579900,NA,2216.833333,3739.964137,4,3781,2019,3.5,36049,24297,-51767,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,12.9212469,21.79911285
"3075 Parker Pass, Sun Prairie, WI",53590,1,779900,NA,2021.888889,4802.475198,4,5131,2015,3.5,48482,31297,-69000,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,13.53295207,32.14403473
"6842 Karolina Way, Sun Prairie, WI",53590,1,829900,NA,2121.388889,4076.094364,4,4423,2019,3.5,51590,33046,-73308,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,16.96681361,32.60049758
"1133 Virdon Drive, Sun Prairie, WI",53590,1,359900,NA,2216.833333,3156.367511,4,3191,1997,3.5,22373,16596,-32811,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,9.501956461,13.52905797
"3042 Saddle Brooke Trail, Sun Prairie, WI",53590,1,559900,NA,2034.388889,3768.165538,4,3941,2003,3.5,34806,23597,-50044,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,12.38224087,22.93481526
"2732 Compass Plant Boulevard, Sun Prairie, WI",53590,1,275000,NA,1889.166667,1356.420976,3,1371,2008,2,17095,13625,-25495,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,16.89495155,12.13056903
"2761 Torbleau Road, Sun Prairie, WI",53590,1,329900,NA,1726.875,2271.555544,3,2431,1989,2,20508,15547,-30226,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,12.10257294,15.91989384
"608 Hawthorn Drive, Sun Prairie, WI",53590,1,260000,NA,1562.875,1824.026345,3,1926,2006,2.5,16163,13100,-24203,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,11.8784834,13.86333947
"630 Lincoln Drive, Sun Prairie, WI",53590,1,249900,NA,1684.75,1920.376176,3,1900,1959,1.5,15535,12746,-23333,5.3,15.5,17.9,7.4,81.4,6,18.7,5.7,32.7,inf,10.84422951,12.3608844
"2758 Compass Plant Boulevard, Sun Prairie, WI",53590,1,324900,NA,2518.888889,2171.658674,4,2195,2016,3,20197,15372,-29795,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,12.46742885,10.74878694
"1294 Broadway Drive, Sun Prairie, WI",53590,1,329900,NA,1685.375,2476.124312,3,2524,1997,2.5,20508,15547,-30226,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,11.10270051,16.31189893
"1052 Providence Common, Sun Prairie, WI",53590,1,235000,NA,1951.666667,1971.091148,3,2019,2003,2.5,14609,12225,-22049,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,9.935275368,10.03415884
"2880 Horseshoe Drive, Sun Prairie, WI",53590,1,339900,NA,2527.361111,2901.514931,5,3100,1968,3,21130,15897,-31088,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,9.762141733,11.20734187
"1166 Patriot Way, Sun Prairie, WI",53590,1,389900,NA,1595.791667,1777.074784,3,1905,2019,2.5,24238,17646,-35396,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,18.28379254,20.36084493
"1884 Quail Court, Sun Prairie, WI",53590,1,449000,NA,2625.486111,4103.334425,5,3968,1998,3.5,27912,19715,-40488,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,9.118600337,14.25132912
"2014 Barber Drive, Stoughton, WI",53589,1,437000,NA,1635,1552.177344,3,1555,1920,2,27166,19295,-39454,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,23.46166617,22.27319062
"624 N Page Street, Stoughton, WI",53589,1,209900,NA,1635,1904.536573,3,1908,1986,3,13048,11346,-19886,-0.9,0.7,-0.2,2.4,82.7,4.9,7.8,0,41,inf,9.184211483,10.69826707
"908 Keenan Lane, Stoughton, WI",53589,1,254900,NA,1635,1867.603736,3,1871,1972,1.5,15846,12922,-23764,-0.9,0.7,-0.2,2.4,82.7,4.9,7.8,0,41,inf,11.37375464,12.99184506
"2068 Yahara Drive, Stoughton, WI",53589,1,350000,NA,1596.25,2062.884816,3,2113,1978,2.5,21757,16250,-31957,2.2,5.4,6.5,4.7,90.2,3.9,3.9,6.9,48.4,inf,14.13877616,18.27199165
"724 Greig Trail, Stoughton, WI",53589,1,269900,NA,1635,1961.433106,3,1965,1996,2,16778,13446,-25056,-0.9,0.7,-0.2,2.4,82.7,4.9,7.8,0,41,inf,11.46695577,13.75637105
"2025 Korgen Drive, Stoughton, WI",53589,1,417000,NA,1635,2495.461967,3,2500,2017,3.5,25922,18595,-37730,3.1,-1.4,-1,7.3,74.5,4.3,4.6,3,47.3,inf,13.92527735,21.25382263
"1261 Virgin Lake Drive, Stoughton, WI",53589,1,379900,NA,2725,3779.127603,5,3786,2003,3.5,23616,17296,-34534,-0.9,0.7,-0.2,2.4,82.7,4.9,7.8,0,41,inf,8.377153846,11.617737
"2101 N Page Street, Stoughton, WI",53589,1,320000,NA,2180,2478.492826,4,2483,2014,3,19892,15200,-29372,3.1,-1.4,-1,7.3,74.5,4.3,4.6,3,47.3,inf,10.75922689,12.2324159
"2048 Barber Drive, Stoughton, WI",53589,1,599900,NA,1635,1996.369574,3,2000,1903,3,37292,24997,-53490,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,25.04128861,30.57594292
"2208 N Hwy 51, Dunn, WI",53589,1,699900,NA,1090,2013.338715,2,2017,1964,2,43509,28497,-62107,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,28.96929343,53.50917431
"3432 Mallard Avenue, Stoughton, WI",53589,1,564900,NA,1635,2663.157011,3,2668,1994,3.5,35116,23772,-50474,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,17.67638926,28.79204893
"3111 Sunnyside Street, Stoughton, WI",53589,1,589900,NA,2180,2416.605369,4,2421,2000,3,36671,24647,-52629,2.2,5.4,6.5,4.7,90.2,3.9,3.9,6.9,48.4,inf,20.34189527,22.54969419
"3886 Schneider Drive, Stoughton, WI",53589,1,540000,NA,1638.75,2555.286351,3,2313,1992,2,33569,22900,-48329,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,17.61055076,27.45995423
"1775 Hwy 51, Dunn, WI",53589,1,1218000,NA,1635,4004.717365,3,4012,1992,3,75716,46630,-106748,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,25.34510947,62.0795107
"1946 Quam Point Road, Stoughton, WI",53589,1,1650000,NA,2180,5342.284979,4,5352,2009,4.5,102571,61750,-143971,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,25.73805039,63.0733945
"2239 Williams Point Drive, Stoughton, WI",53589,1,400000,NA,1090,1104.990559,2,1107,1960,1,24866,18000,-36266,2.2,5.4,6.5,4.7,90.2,3.9,3.9,6.9,48.4,inf,30.16617026,30.58103976
"3069 Sunnyside Street, Stoughton, WI",53589,1,999999,NA,3270,3960.797234,6,3968,2005,4,62164,39000,-87964,2.2,5.4,6.5,4.7,90.2,3.9,3.9,6.9,48.4,inf,21.03951429,25.48417431
"1605 Woodsend Court, Sun Prairie, WI",53590,1,234900,NA,1566.125,1720.994919,3,1712,1977,1.5,14602,12222,-22040,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,11.37423463,12.49900231
"820 Bruce Street, Sun Prairie, WI",53590,1,259900,NA,1566.125,1660.679677,3,1652,1977,1.5,16156,13096,-24194,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,13.04184885,13.82924947
"635 Millrun Circle, Sun Prairie, WI",53590,1,399900,NA,2703.402778,2972.804407,5,3192,2001,4.5,24859,17996,-36257,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,11.20995378,12.32705695
"3046 Wyndham Drive, Sun Prairie, WI",53590,1,224000,NA,1266.388889,1621.859077,2,1673,2000,3,13925,11840,-21101,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,11.50942578,14.74007458
"1186 Saint Albert the Great Drive, Sun Prairie, WI",53590,1,239900,NA,2127.722222,1913.270541,4,2051,2000,3,14913,12396,-22471,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,10.44894919,9.395806679
"3440 Heatherstone Ridge, Sun Prairie, WI",53590,1,554900,NA,2272.722222,2608.675489,4,2545,2019,2.5,34495,23422,-49613,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,17.72610923,20.34637855
"500 Normandin Court, Sun Prairie, WI",53590,1,309900,NA,2532.777778,2289.797454,4,2362,2001,3,19265,14847,-28503,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,11.27829012,10.19631498
"819 Hawthorn Drive, Sun Prairie, WI",53590,1,349900,NA,2025.833333,1935.231642,4,2056,2019,2.5,21751,16247,-31949,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,15.06710241,14.39325381
"1325 Bunker Hill Drive #3107, Sun Prairie, WI",53590,1,224900,NA,1063.861111,1305.986718,2,1400,2018,2.5,13981,11872,-21179,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,14.35057984,17.61664795
"511 Maynard Drive, Sun Prairie, WI",53590,1,310000,NA,2217.166667,2776.701514,4,2792,1971,2.5,19271,14850,-28511,5.3,15.5,17.9,7.4,81.4,6,18.7,5.7,32.7,inf,9.303604728,11.65150718
"1341 Red Brick Lane, Sun Prairie, WI",53590,1,385000,NA,2374.333333,2212.70547,4,2144,2015,2.5,23933,17475,-34973,1.1,-0.8,-2.5,2.9,69.8,4.6,8.1,7.4,33.8,inf,14.49959507,13.51256493
"1153 Broadway Drive, Sun Prairie, WI",53590,1,295000,NA,1716.375,2193.600667,3,2174,1995,3,18338,14325,-27218,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,11.20684074,14.32282184
"1642 Greenway Road, Sun Prairie, WI",53590,1,349000,NA,2713.888889,2079.116349,5,2300,1978,2,21695,16215,-31871,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,13.98831448,10.71647902
"1553 O'Keeffe Avenue, Sun Prairie, WI",53590,1,284900,NA,2569.444444,2113.891366,4,2096,2003,2.5,17711,13972,-26349,1.1,-0.8,-2.5,2.9,69.8,4.6,8.1,7.4,33.8,inf,11.23126148,9.24
"3101 Saddle Brooke Trail, Sun Prairie, WI",53590,1,749900,NA,2659.652778,4045.760282,5,4337,2012,4.5,46617,30247,-66415,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,15.44621093,23.49617483
"8705 Fairway Oaks Drive, Verona, WI",53593,1,875000,NA,3586.805556,7808.727332,5,7086,2002,4.5,54393,34625,-77193,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,9.337842592,20.32913843
"333 S Musket Ridge Drive, Sun Prairie, WI",53590,1,309900,NA,1519.375,1429.774739,3,1519,2016,2.5,19265,14847,-28503,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,18.06228582,16.99712053
"1212 Fairhaven Road, Sun Prairie, WI",53590,1,399900,NA,1951.666667,2058.955538,3,2109,2017,2,24859,17996,-36257,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,16.18539079,17.07514944
"1642 Oconto Drive, Sun Prairie, WI",53590,1,370000,NA,2134.055556,1575.669039,4,1550,1994,2.5,23001,16950,-33681,1.1,-0.8,-2.5,2.9,69.8,4.6,8.1,7.4,33.8,inf,19.56840718,14.44823367
"809 Clarmar Drive, Sun Prairie, WI",53590,1,370000,NA,1067.027778,1489.261382,2,1465,1994,1.5,23001,16950,-33681,1.1,-0.8,-2.5,2.9,69.8,4.6,8.1,7.4,33.8,inf,20.70377551,28.89646734
"403 Bella Way, Sun Prairie, WI",53590,1,299900,NA,1872.5,1511.26903,3,1506,2015,2,18643,14497,-27641,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,16.53687475,13.34668447
"3164 Prospect Drive, Sun Prairie, WI",53590,1,419900,NA,2602.222222,2186.847039,4,2240,2019,2.5,26103,18696,-37981,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,16.00096671,13.44684031
"1180 Fairhaven Road, Sun Prairie, WI",53590,1,409900,NA,1951.666667,2217.11144,3,2271,2018,2.5,25481,18346,-37119,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,15.40668309,17.50213493
"469 N Westmount Drive, Sun Prairie, WI",53590,1,277900,NA,1899.583333,2247.142463,3,2318,2003,3,17275,13727,-25745,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,10.30568098,12.19127002
"6357 Hayden Road, Sun Prairie, WI",53590,1,529900,NA,1724.5,2041.904161,3,1997,2019,2,32941,22546,-47459,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,21.62605581,25.60645598
"1249 Marcella Court, Sun Prairie, WI",53590,1,525000,NA,2216.833333,4313.669294,4,4361,2001,3.5,32636,22375,-47036,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,10.14217758,19.73535824
"1014 Norridge Drive, Sun Prairie, WI",53590,1,419900,NA,2216.833333,2734.001818,4,2764,2004,2.5,26103,18696,-37981,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,12.79869912,15.78452748
"1174 Twisted Branch Way, Sun Prairie, WI",53590,1,399900,NA,1780.75,1820.528195,3,1764,2019,2,24859,17996,-36257,1.1,-0.8,-2.5,2.9,69.8,4.6,8.1,7.4,33.8,inf,18.3051271,18.71402499
"361 Tall Grass Trail, Sun Prairie, WI",53590,1,267500,NA,1966.666667,1685.29038,3,1747,2019,3.5,16629,13362,-24849,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,13.22719629,11.33474576
"359 Tall Grass Trail, Sun Prairie, WI",53590,1,267500,NA,1966.666667,1685.29038,3,1747,2019,3.5,16629,13362,-24849,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,13.22719629,11.33474576
"3078 Triumph Drive #1, Sun Prairie, WI",53590,1,259900,NA,1951.666667,1784.623387,3,1828,2017,2.5,16156,13096,-24194,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,12.13608064,11.09735269
"4881 Alvin Road, Sun Prairie, WI",53590,1,379900,NA,1726.875,1805.283962,3,1932,1987,2.5,23616,17296,-34534,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,17.53648401,18.33273012
"1325 Bunker Hill Drive #2105, Sun Prairie, WI",53590,1,239900,NA,1595.791667,1410.465655,3,1512,2019,2.5,14913,12396,-22471,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,14.17380607,12.52774224
"897 Yellowwood Place, Sun Prairie, WI",53590,1,339900,NA,1519.375,1739.449453,3,1848,2019,2.5,21130,15897,-31088,0.1,0.4,7.2,3.1,78.2,7,9.4,6.6,36.7,inf,16.28388796,18.64253394
"752 S Bird Street, Sun Prairie, WI",53590,1,130000,NA,1034.527778,1361.668974,2,1320,1965,1,8081,8550,-13001,1.1,-0.8,-2.5,2.9,69.8,4.6,8.1,7.4,33.8,inf,7.955922871,10.47176651
"1108 Louisa Court, Verona, WI",53593,1,439900,NA,2863.333333,3205.687666,4,3171,2001,3.5,27346,19396,-39704,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,11.43540393,12.80267753
"1916 Goshawk Lane, Madison, WI",53593,1,429900,NA,1420,1818.534121,3,1828,2019,2,26724,19046,-38842,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,19.69993281,25.22887324
"7577 Spruce Valley Drive, Middleton, WI",53593,1,695000,NA,3280.555556,4043.520429,4,3038,2019,2.5,43204,28325,-61684,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,14.32332733,17.65453006
"525 Sugar Maple Lane, Verona, WI",53593,1,362900,NA,2476.25,2080.095268,3,1482,2019,2,22559,16702,-33069,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,14.53859693,12.2126872
"2794 Cross Country Circle, Verona, WI",53593,1,499900,NA,3175,3047.157668,4,2848,1978,2.5,31076,21496,-44874,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,13.67121031,13.12073491
"7593 Baltic Drive, Verona, WI",53593,1,1199000,NA,4052.083333,8108.643366,5,6073,2004,4,74535,45965,-105111,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,12.3222421,24.65809769
"2087 Frawley Drive, Sun Prairie, WI",53590,1,475000,NA,3325.25,3454.100705,6,3492,2005,3.5,29528,20625,-42728,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,11.45980871,11.90386688
"429 Blue Moon Drive, Verona, WI",53593,1,524900,NA,3352.777778,3831.259863,4,2812,2019,2.5,32630,22372,-47028,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,11.4170451,13.04639602
"6268 Stone Gate Drive, Fitchburg, WI",53593,1,460000,NA,2299.166667,2139.709587,3,1800,2019,2,28595,20100,-41435,3.3,6.7,6.5,4,70.1,7,7.6,2.3,50.5,inf,17.9152038,16.6727075
"156 W Chapel Royal Drive, Verona, WI",53593,1,535000,NA,2163.055556,3856.981457,4,3866,2015,3.5,33258,22725,-47898,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,11.55912566,20.6112752
"1714 Waterbend Drive, Verona, WI",53593,1,454500,NA,2892.777778,2824.76348,4,2610,2002,2.5,28254,19908,-40962,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,13.40820223,13.0929518
"6311 Woods Road, Madison, WI",53593,1,375800,NA,2114.583333,2429.129428,3,2309,2019,3,23361,17153,-34180,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,12.89213589,14.80985222
"1121 Santa Maria Parkway, Verona, WI",53593,1,464900,NA,2163.055556,2440.294011,4,2446,2019,2.5,28900,20272,-41858,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,15.87581927,17.91062026
"427 E Chapel Royal Drive, Verona, WI",53593,1,381900,NA,1622.291667,1573.3212,3,1577,2019,2,23740,17366,-34706,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,20.22791023,19.6173109
"9329 Briar Haven Drive, Verona, WI",53593,1,299900,NA,2514.583333,2314.83304,3,1699,2006,2.5,18643,14497,-27641,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,10.796315,9.938690969
"320 Pasque Street, Sun Prairie, WI",53590,1,199900,NA,1964.166667,1594.690243,3,1650,2007,2.5,12427,10996,-19025,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,10.44612483,8.481120068
"6754 Vale Road, Sun Prairie, WI",53590,1,269900,NA,1591.041667,1914.096314,3,2077,1982,2,16778,13446,-25056,-2.3,2.9,12.1,4.3,91.2,6,4.4,1.4,37.4,inf,11.75054072,14.13644101
